#metadataBlock	name	dataverseAlias	displayName	blockURI
	MDS_V3_1		MDS_V3_1	
#datasetField	name	title	description	watermark	fieldType	displayOrder	displayFormat	advancedSearchField	allowControlledVocabulary	allowmultiples	facetable	displayoncreate	required	parent	metadatablock_id	termURI
	Resource.descriptionsNonEnglish.language	SS (Swati)	RDL_1_149	149
	Resource.descriptionsNonEnglish.language	ST (Southern Sotho)	RDL_1_150	150
	Resource.descriptionsNonEnglish.language	SU (Sundanese)	RDL_1_151	151
	Resource.descriptionsNonEnglish.language	SV (Swedish)	RDL_1_152	152
	Resource.descriptionsNonEnglish.language	SW (Swahili)	RDL_1_153	153
	Resource.descriptionsNonEnglish.language	TA (Tamil)	RDL_1_154	154
	Resource.descriptionsNonEnglish.language	TE (Telugu)	RDL_1_155	155
	Resource.descriptionsNonEnglish.language	TG (Tajik)	RDL_1_156	156
	Resource.descriptionsNonEnglish.language	TH (Thai)	RDL_1_157	157
	Resource.descriptionsNonEnglish.language	TI (Tigrinya)	RDL_1_158	158
	Resource.descriptionsNonEnglish.language	TK (Turkmen)	RDL_1_159	159
	Resource.descriptionsNonEnglish.language	TL (Tagalog)	RDL_1_160	160
	Resource.descriptionsNonEnglish.language	TN (Tswana)	RDL_1_161	161
	Resource.descriptionsNonEnglish.language	TO (Tonga)	RDL_1_162	162
	Resource.descriptionsNonEnglish.language	TR (Turkish)	RDL_1_163	163
	Resource.descriptionsNonEnglish.language	TS (Tsonga)	RDL_1_164	164
	Resource.descriptionsNonEnglish.language	TT (Tatar)	RDL_1_165	165
	Resource.descriptionsNonEnglish.language	TW (Twi)	RDL_1_166	166
	Resource.descriptionsNonEnglish.language	TY (Tahitian)	RDL_1_167	167
	Resource.descriptionsNonEnglish.language	UG (Uyghur)	RDL_1_168	168
	Resource.descriptionsNonEnglish.language	UK (Ukrainian)	RDL_1_169	169
	Resource.descriptionsNonEnglish.language	UR (Urdu)	RDL_1_170	170
	Resource.descriptionsNonEnglish.language	UZ (Uzbek)	RDL_1_171	171
	Resource.descriptionsNonEnglish.language	VE (Venda)	RDL_1_172	172
	Resource.descriptionsNonEnglish.language	VI (Vietnamese)	RDL_1_173	173
	Resource.descriptionsNonEnglish.language	VO (Volapük)	RDL_1_174	174
	Resource.descriptionsNonEnglish.language	WA (Walloon)	RDL_1_175	175
	Resource.descriptionsNonEnglish.language	WO (Wolof)	RDL_1_176	176
	Resource.descriptionsNonEnglish.language	XH (Xhosa)	RDL_1_177	177
	Resource.descriptionsNonEnglish.language	YI (Yiddish)	RDL_1_178	178
	Resource.descriptionsNonEnglish.language	YO (Yoruba)	RDL_1_179	179
	Resource.descriptionsNonEnglish.language	ZA (Zhuang)	RDL_1_180	180
	Resource.descriptionsNonEnglish.language	ZH (Chinese)	RDL_1_181	181
	Resource.descriptionsNonEnglish.language	ZU (Zulu)	RDL_1_182	182
	Resource.languages	AA (Afar)	RL_0	0
	Resource.languages	AB (Abkhaz)	RL_1	1
	Resource.languages	AE (Avestan)	RL_2	2
	Resource.languages	AF (Afrikaans)	RL_3	3
	Resource.languages	AK (Akan)	RL_4	4
	Resource.languages	AM (Amharic)	RL_5	5
	Resource.languages	AN (Aragonese)	RL_6	6
	Resource.languages	AR (Arabic)	RL_7	7
	Resource.languages	AS (Assamese)	RL_8	8
	Resource.languages	AV (Avaric)	RL_9	9
	Resource.languages	AY (Aymara)	RL_10	10
	Resource.languages	AZ (Azerbaijani)	RL_11	11
	Resource.languages	BA (Bashkir)	RL_12	12
	Resource.languages	BE (Belarusian)	RL_13	13
	Resource.languages	BG (Bulgarian)	RL_14	14
	Resource.languages	BI (Bislama)	RL_15	15
	Resource.languages	BM (Bambara)	RL_16	16
	Resource.languages	BN (Bengali)	RL_17	17
	Resource.languages	BO (Tibetan)	RL_18	18
	Resource.languages	BR (Breton)	RL_19	19
	Resource.languages	BS (Bosnian)	RL_20	20
	Resource.languages	CA (Catalan)	RL_21	21
	Resource.languages	CE (Chechen)	RL_22	22
	Resource.languages	CH (Chamorro)	RL_23	23
	Resource.languages	CO (Corsican)	RL_24	24
	Resource.languages	CR (Cree)	RL_25	25
	Resource.languages	CS (Czech)	RL_26	26
	Resource.languages	CU (Old Church Slavonic)	RL_27	27
	Resource.languages	CV (Chuvash)	RL_28	28
	Resource.languages	CY (Welsh)	RL_29	29
	Resource.languages	DA (Danish)	RL_30	30
	Resource.languages	DE (German)	RL_31	31
	Resource.languages	DV (Divehi)	RL_32	32
	Resource.languages	DZ (Dzongkha)	RL_33	33
	Resource.languages	EE (Ewe)	RL_34	34
	Resource.languages	EL (Greek)	RL_35	35
	Resource.languages	EN (English)	RL_36	36
	Resource.languages	EO (Esperanto)	RL_37	37
	Resource.languages	ES (Spanish)	RL_38	38
	Resource.languages	ET (Estonian)	RL_39	39
	Resource.languages	EU (Basque)	RL_40	40
	Resource.languages	FA (Persian)	RL_41	41
	Resource.languages	FF (Fula)	RL_42	42
	Resource.languages	FI (Finnish)	RL_43	43
	Resource.languages	FJ (Fijian)	RL_44	44
	Resource.languages	FO (Faroese)	RL_45	45
	Resource.languages	FR (French)	RL_46	46
	Resource.languages	FY (Western Frisian)	RL_47	47
	Resource.languages	GA (Irish)	RL_48	48
	Resource.languages	GD (Scottish Gaelic)	RL_49	49
	Resource.languages	GL (Galician)	RL_50	50
	Resource.languages	GN (Guaraní)	RL_51	51
	Resource.languages	GU (Gujarati)	RL_52	52
	Resource.languages	GV (Manx)	RL_53	53
	Resource.languages	HA (Hausa)	RL_54	54
	Resource.languages	HE (Hebrew)	RL_55	55
	Resource.languages	HI (Hindi)	RL_56	56
	Resource.languages	HO (Hiri Motu)	RL_57	57
	Resource.languages	HR (Croatian)	RL_58	58
	Resource.languages	HT (Haitian)	RL_59	59
	Resource.languages	HU (Hungarian)	RL_60	60
	Resource.languages	HY (Armenian)	RL_61	61
	Resource.languages	HZ (Herero)	RL_62	62
	Resource.languages	IA (Interlingua)	RL_63	63
	Resource.languages	ID (Indonesian)	RL_64	64
	Resource.languages	IE (Interlingue)	RL_65	65
	Resource.languages	IG (Igbo)	RL_66	66
	Resource.languages	II (Nuosu)	RL_67	67
	Resource.languages	IK (Inupiaq)	RL_68	68
	Resource.languages	IO (Ido)	RL_69	69
	Resource.languages	IS (Icelandic)	RL_70	70
	Resource.languages	IT (Italian)	RL_71	71
	Resource.languages	IU (Inuktitut)	RL_72	72
	Resource.languages	JA (Japanese)	RL_73	73
	Resource.languages	JV (Javanese)	RL_74	74
	Resource.languages	KA (Georgian)	RL_75	75
	Resource.languages	KG (Kongo)	RL_76	76
	Resource.languages	KI (Kikuyu)	RL_77	77
	Resource.languages	KJ (Kwanyama)	RL_78	78
	Resource.languages	KK (Kazakh)	RL_79	79
	Resource.languages	KL (Kalaallisut)	RL_80	80
	Resource.languages	KM (Khmer)	RL_81	81
	Resource.languages	KN (Kannada)	RL_82	82
	Resource.languages	KO (Korean)	RL_83	83
	Resource.languages	KR (Kanuri)	RL_84	84
	Resource.languages	KS (Kashmiri)	RL_85	85
	Resource.languages	KU (Kurdish)	RL_86	86
	Resource.languages	KV (Komi)	RL_87	87
	Resource.languages	KW (Cornish)	RL_88	88
	Resource.languages	KY (Kyrgyz)	RL_89	89
	Resource.languages	LA (Latin)	RL_90	90
	Resource.languages	LB (Luxembourgish)	RL_91	91
	Resource.languages	LG (Ganda)	RL_92	92
	Resource.languages	LI (Limburgish)	RL_93	93
	Resource.languages	LN (Lingala)	RL_94	94
	Resource.languages	LO (Lao)	RL_95	95
	Resource.languages	LT (Lithuanian)	RL_96	96
	Resource.languages	LU (Luba-Katanga)	RL_97	97
	Resource.languages	LV (Latvian)	RL_98	98
	Resource.languages	MG (Malagasy)	RL_99	99
	Resource.languages	MH (Marshallese)	RL_100	100
	Resource.languages	MI (Māori)	RL_101	101
	Resource.languages	MK (Macedonian)	RL_102	102
	Resource.languages	ML (Malayalam)	RL_103	103
	Resource.languages	MN (Mongolian)	RL_104	104
	Resource.languages	MR (Marathi)	RL_105	105
	Resource.languages	MS (Malay)	RL_106	106
	Resource.languages	MT (Maltese)	RL_107	107
	Resource.languages	MY (Burmese)	RL_108	108
	Resource.languages	NA (Nauru)	RL_109	109
	Resource.languages	NB (Norwegian Bokmål)	RL_110	110
	Resource.languages	ND (Northern Ndebele)	RL_111	111
	Resource.languages	NE (Nepali)	RL_112	112
	Resource.languages	NG (Ndonga)	RL_113	113
	Resource.languages	NL (Dutch)	RL_114	114
	Resource.languages	NN (Norwegian Nynorsk)	RL_115	115
	Resource.languages	NO (Norwegian)	RL_116	116
	Resource.languages	NR (Southern Ndebele)	RL_117	117
	Resource.languages	NV (Navajo)	RL_118	118
	Resource.languages	NY (Chichewa)	RL_119	119
	Resource.languages	OC (Occitan)	RL_120	120
	Resource.languages	OJ (Ojibwe)	RL_121	121
	Resource.languages	OM (Oromo)	RL_122	122
	Resource.languages	OR (Oriya)	RL_123	123
	Resource.languages	OS (Ossetian)	RL_124	124
	Resource.languages	PA (Panjabi)	RL_125	125
	Resource.languages	PI (Pāli)	RL_126	126
	Resource.languages	PL (Polish)	RL_127	127
	Resource.languages	PS (Pashto)	RL_128	128
	Resource.languages	PT (Portuguese)	RL_129	129
	Resource.languages	QU (Quechua)	RL_130	130
	Resource.languages	RM (Romansh)	RL_131	131
	Resource.languages	RN (Kirundi)	RL_132	132
	Resource.languages	RO (Romanian)	RL_133	133
	Resource.languages	RU (Russian)	RL_134	134
	Resource.languages	RW (Kinyarwanda)	RL_135	135
	Resource.languages	SA (Sanskrit)	RL_136	136
	Resource.languages	SC (Sardinian)	RL_137	137
	Resource.languages	SD (Sindhi)	RL_138	138
	Resource.languages	SE (Northern Sami)	RL_139	139
	Resource.languages	SG (Sango)	RL_140	140
	Resource.languages	SI (Sinhala)	RL_141	141
	Resource.languages	SK (Slovak)	RL_142	142
	Resource.languages	SL (Slovenian)	RL_143	143
	Resource.languages	SM (Samoan)	RL_144	144
	Resource.languages	SN (Shona)	RL_145	145
	Resource.languages	SO (Somali)	RL_146	146
	Resource.languages	SQ (Albanian)	RL_147	147
	Resource.languages	SR (Serbian)	RL_148	148
	Resource.languages	SS (Swati)	RL_149	149
	Resource.languages	ST (Southern Sotho)	RL_150	150
	Resource.languages	SU (Sundanese)	RL_151	151
	Resource.languages	SV (Swedish)	RL_152	152
	Resource.languages	SW (Swahili)	RL_153	153
	Resource.languages	TA (Tamil)	RL_154	154
	Resource.languages	TE (Telugu)	RL_155	155
	Resource.languages	TG (Tajik)	RL_156	156
	Resource.languages	TH (Thai)	RL_157	157
	Resource.languages	TI (Tigrinya)	RL_158	158
	Resource.languages	TK (Turkmen)	RL_159	159
	Resource.languages	TL (Tagalog)	RL_160	160
	Resource.languages	TN (Tswana)	RL_161	161
	Resource.languages	TO (Tonga)	RL_162	162
	Resource.languages	TR (Turkish)	RL_163	163
	Resource.languages	TS (Tsonga)	RL_164	164
	Resource.languages	TT (Tatar)	RL_165	165
	Resource.languages	TW (Twi)	RL_166	166
	Resource.languages	TY (Tahitian)	RL_167	167
	Resource.languages	UG (Uyghur)	RL_168	168
	Resource.languages	UK (Ukrainian)	RL_169	169
	Resource.languages	UR (Urdu)	RL_170	170
	Resource.languages	UZ (Uzbek)	RL_171	171
	Resource.languages	VE (Venda)	RL_172	172
	Resource.languages	VI (Vietnamese)	RL_173	173
	Resource.languages	VO (Volapük)	RL_174	174
	Resource.languages	WA (Walloon)	RL_175	175
	Resource.languages	WO (Wolof)	RL_176	176
	Resource.languages	XH (Xhosa)	RL_177	177
	Resource.languages	YI (Yiddish)	RL_178	178
	Resource.languages	YO (Yoruba)	RL_179	179
	Resource.languages	ZA (Zhuang)	RL_180	180
	Resource.languages	ZH (Chinese)	RL_181	181
	Resource.languages	ZU (Zulu)	RL_182	182
	Resource.nonStudyDetails.useRights.label	CC0 1.0 (Creative Commons Zero v1.0 Universal)	RNUL_0	0
	Resource.nonStudyDetails.useRights.label	CC BY 4.0 (Creative Commons Attribution 4.0 International)	RNUL_1	1
	Resource.nonStudyDetails.useRights.label	CC BY-NC 4.0 (Creative Commons Attribution Non Commercial 4.0 International)	RNUL_2	2
	Resource.nonStudyDetails.useRights.label	CC BY-SA 4.0 (Creative Commons Attribution Share Alike 4.0 International)	RNUL_3	3
	Resource.nonStudyDetails.useRights.label	CC BY-NC-SA 4.0 (Creative Commons Attribution Non Commercial Share Alike 4.0 International)	RNUL_4	4
	Resource.nonStudyDetails.useRights.label	All rights reserved	RNUL_5	5
	Resource.nonStudyDetails.useRights.label	Other	RNUL_6	6
	Resource.nonStudyDetails.useRights.label	Not applicable	RNUL_7	7
	Resource.nonStudyDetails.useRights.label	Not assigned	RNUL_8	8
	Resource.nonStudyDetails.useRights.label	Unknown	RNUL_9	9
	Resource.nonStudyDetails.useRights.confirmations.authority	Yes	RNUCA_0	0
	Resource.nonStudyDetails.useRights.confirmations.authority	No	RNUCA_1	1
	Resource.nonStudyDetails.useRights.confirmations.terms	Yes	RNUCT_0	0
	Resource.nonStudyDetails.useRights.confirmations.terms	No	RNUCT_1	1
	Resource.nonStudyDetails.useRights.confirmations.irrevocability	Yes	RNUCI_0	0
	Resource.nonStudyDetails.useRights.confirmations.irrevocability	No	RNUCI_1	1
	Resource.nonStudyDetails.useRights.confirmations.supportByLicensing	Yes	RNUCS_0	0
	Resource.nonStudyDetails.useRights.confirmations.supportByLicensing	No	RNUCS_1	1
	Resource.contributors.nameType	Personal	RCN_0	0
	Resource.contributors.nameType	Organisational	RCN_1	1
	Resource.contributors.organisational.type	Contact	RCOT_0	0
	Resource.contributors.organisational.type	Creator/Author	RCOT_1	1
	Resource.contributors.organisational.type	Funder (public)	RCOT_2	2
	Resource.contributors.organisational.type	Funder (private)	RCOT_3	3
	Resource.contributors.organisational.type	Sponsor (primary)	RCOT_4	4
	Resource.contributors.organisational.type	Sponsor (secondary)	RCOT_5	5
	Resource.contributors.organisational.type	Sponsor-Investigator	RCOT_6	6
	Resource.contributors.organisational.type	Research group	RCOT_7	7
	Resource.contributors.organisational.type	Data collector	RCOT_8	8
	Resource.contributors.organisational.type	Data curator	RCOT_9	9
	Resource.contributors.organisational.type	Data manager	RCOT_10	10
	Resource.contributors.organisational.type	Distributor	RCOT_11	11
	Resource.contributors.organisational.type	Hosting institution	RCOT_12	12
	Resource.contributors.organisational.type	Producer	RCOT_13	13
	Resource.contributors.organisational.type	Publisher	RCOT_14	14
	Resource.contributors.organisational.type	Registration agency	RCOT_15	15
	Resource.contributors.organisational.type	Registration authority	RCOT_16	16
	Resource.contributors.organisational.type	Rights holder	RCOT_17	17
	Resource.contributors.organisational.type	Supervisor	RCOT_18	18
	Resource.contributors.organisational.type	Other	RCOT_19	19
	Resource.contributors.personal.type	Contact	RCPT_0	0
	Resource.contributors.personal.type	Principal investigator	RCPT_1	1
	Resource.contributors.personal.type	Creator/Author	RCPT_2	2
	Resource.contributors.personal.type	Sponsor (primary)	RCPT_3	3
	Resource.contributors.personal.type	Sponsor (secondary)	RCPT_4	4
	Resource.contributors.personal.type	Sponsor-Investigator	RCPT_5	5
	Resource.contributors.personal.type	Data collector	RCPT_6	6
	Resource.contributors.personal.type	Data curator	RCPT_7	7
	Resource.contributors.personal.type	Data manager	RCPT_8	8
	Resource.contributors.personal.type	Editor	RCPT_9	9
	Resource.contributors.personal.type	Producer	RCPT_10	10
	Resource.contributors.personal.type	Project leader	RCPT_11	11
	Resource.contributors.personal.type	Project manager	RCPT_12	12
	Resource.contributors.personal.type	Project member	RCPT_13	13
	Resource.contributors.personal.type	Related person	RCPT_14	14
	Resource.contributors.personal.type	Researcher	RCPT_15	15
	Resource.contributors.personal.type	Rights holder	RCPT_16	16
	Resource.contributors.personal.type	Supervisor	RCPT_17	17
	Resource.contributors.personal.type	Work package leader	RCPT_18	18
	Resource.contributors.personal.type	Other	RCPT_19	19
	Resource.contributors.personal.identifiers.scheme	ORCID	RCPIS_0	0
	Resource.contributors.personal.identifiers.scheme	ROR	RCPIS_1	1
	Resource.contributors.personal.identifiers.scheme	GRID	RCPIS_2	2
	Resource.contributors.personal.identifiers.scheme	ISNI	RCPIS_3	3
	Resource.contributors.affiliations.identifiers.scheme	ROR	RCAIS_0	0
	Resource.contributors.affiliations.identifiers.scheme	GRID	RCAIS_1	1
	Resource.contributors.affiliations.identifiers.scheme	ISNI	RCAIS_2	2
	Resource.idsAlternative.scheme	DRKS	RIS_0	0
	Resource.idsAlternative.scheme	NCT (ClinicalTrials.gov)	RIS_1	1
	Resource.idsAlternative.scheme	ISRCTN	RIS_2	2
	Resource.idsAlternative.scheme	EudraCT	RIS_3	3
	Resource.idsAlternative.scheme	EUDAMED	RIS_4	4
	Resource.idsAlternative.scheme	UTN	RIS_5	5
	Resource.idsAlternative.scheme	KonsortSWD	RIS_6	6
	Resource.idsAlternative.scheme	MDM Portal	RIS_7	7
	Resource.idsAlternative.scheme	Other	RIS_8	8
	Resource.ids.scheme	DOI	RIS_1_0	0
	Resource.ids.scheme	URL	RIS_1_1	1
	Resource.ids.scheme	arXiv	RIS_1_2	2
	Resource.ids.scheme	EAN13	RIS_1_3	3
	Resource.ids.scheme	EISSN	RIS_1_4	4
	Resource.ids.scheme	Handle	RIS_1_5	5
	Resource.ids.scheme	ISBN	RIS_1_6	6
	Resource.ids.scheme	ISSN	RIS_1_7	7
	Resource.ids.scheme	ISTC	RIS_1_8	8
	Resource.ids.scheme	LISSN	RIS_1_9	9
	Resource.ids.scheme	LSID	RIS_1_10	10
	Resource.ids.scheme	PMID	RIS_1_11	11
	Resource.ids.scheme	PURL	RIS_1_12	12
	Resource.ids.scheme	URN	RIS_1_13	13
	Resource.ids.scheme	w3id	RIS_1_14	14
	Resource.ids.scheme	Other	RIS_1_15	15
	Resource.ids.relationType	A is cited by B	RIR_0	0
	Resource.ids.relationType	A cites B	RIR_1	1
	Resource.ids.relationType	A is supplement to B	RIR_2	2
	Resource.ids.relationType	A is supplemented by B	RIR_3	3
	Resource.ids.relationType	A is continued by B	RIR_4	4
	Resource.ids.relationType	A continues B	RIR_5	5
	Resource.ids.relationType	A is described by B	RIR_6	6
	Resource.ids.relationType	A describes B	RIR_7	7
	Resource.ids.relationType	A has metadata B	RIR_8	8
	Resource.ids.relationType	A is metadata for B	RIR_9	9
	Resource.ids.relationType	A has version B	RIR_10	10
	Resource.ids.relationType	A is version of B	RIR_11	11
	Resource.ids.relationType	A is new version of B	RIR_12	12
	Resource.ids.relationType	A is previous version of B	RIR_13	13
	Resource.ids.relationType	A is part of B	RIR_14	14
	Resource.ids.relationType	A has part B	RIR_15	15
	Resource.ids.relationType	A is referenced by B	RIR_16	16
	Resource.ids.relationType	A references B	RIR_17	17
	Resource.ids.relationType	A is documented by B	RIR_18	18
	Resource.ids.relationType	A documents B	RIR_19	19
	Resource.ids.relationType	A is compiled by B	RIR_20	20
	Resource.ids.relationType	A compiles B	RIR_21	21
	Resource.ids.relationType	A is variant form of B	RIR_22	22
	Resource.ids.relationType	A is original form of B	RIR_23	23
	Resource.ids.relationType	A is identical to B	RIR_24	24
	Resource.ids.relationType	A is reviewed by B	RIR_25	25
	Resource.ids.relationType	A reviews B	RIR_26	26
	Resource.ids.relationType	A is derived from B	RIR_27	27
	Resource.ids.relationType	A is source of B	RIR_28	28
	Resource.ids.relationType	A is required by B	RIR_29	29
	Resource.ids.relationType	A requires B	RIR_30	30
	Resource.ids.relationType	A is obsoleted by B	RIR_31	31
	Resource.ids.relationType	A obsoletes B	RIR_32	32
	Resource.ids.typeGeneral	Audiovisual	RIT_0	0
	Resource.ids.typeGeneral	Book	RIT_1	1
	Resource.ids.typeGeneral	Book chapter	RIT_2	2
	Resource.ids.typeGeneral	Collection	RIT_3	3
	Resource.ids.typeGeneral	Computational notebook	RIT_4	4
	Resource.ids.typeGeneral	Conference paper	RIT_5	5
	Resource.ids.typeGeneral	Conference proceeding	RIT_6	6
	Resource.ids.typeGeneral	Data paper	RIT_7	7
	Resource.ids.typeGeneral	Dataset	RIT_8	8
	Resource.ids.typeGeneral	Dissertation	RIT_9	9
	Resource.ids.typeGeneral	Event	RIT_10	10
	Resource.ids.typeGeneral	Image	RIT_11	11
	Resource.ids.typeGeneral	Interactive resource	RIT_12	12
	Resource.ids.typeGeneral	Journal	RIT_13	13
	Resource.ids.typeGeneral	Journal article	RIT_14	14
	Resource.ids.typeGeneral	Model	RIT_15	15
	Resource.ids.typeGeneral	Output management plan	RIT_16	16
	Resource.ids.typeGeneral	Peer review	RIT_17	17
	Resource.ids.typeGeneral	Physical object	RIT_18	18
	Resource.ids.typeGeneral	Preprint	RIT_19	19
	Resource.ids.typeGeneral	Report	RIT_20	20
	Resource.ids.typeGeneral	Service	RIT_21	21
	Resource.ids.typeGeneral	Software	RIT_22	22
	Resource.ids.typeGeneral	Sound	RIT_23	23
	Resource.ids.typeGeneral	Standard	RIT_24	24
	Resource.ids.typeGeneral	Text	RIT_25	25
	Resource.ids.typeGeneral	Workflow	RIT_26	26
	Resource.ids.typeGeneral	Other	RIT_27	27
	Resource.idsNfdi4health.relationType	A is cited by B	RIR_1_0	0
	Resource.idsNfdi4health.relationType	A cites B	RIR_1_1	1
	Resource.idsNfdi4health.relationType	A is supplement to B	RIR_1_2	2
	Resource.idsNfdi4health.relationType	A is supplemented by B	RIR_1_3	3
	Resource.idsNfdi4health.relationType	A is continued by B	RIR_1_4	4
	Resource.idsNfdi4health.relationType	A continues B	RIR_1_5	5
	Resource.idsNfdi4health.relationType	A is described by B	RIR_1_6	6
	Resource.idsNfdi4health.relationType	A describes B	RIR_1_7	7
	Resource.idsNfdi4health.relationType	A has metadata B	RIR_1_8	8
	Resource.idsNfdi4health.relationType	A is metadata for B	RIR_1_9	9
	Resource.idsNfdi4health.relationType	A has version B	RIR_1_10	10
	Resource.idsNfdi4health.relationType	A is version of B	RIR_1_11	11
	Resource.idsNfdi4health.relationType	A is new version of B	RIR_1_12	12
	Resource.idsNfdi4health.relationType	A is previous version of B	RIR_1_13	13
	Resource.idsNfdi4health.relationType	A is part of B	RIR_1_14	14
	Resource.idsNfdi4health.relationType	A has part B	RIR_1_15	15
	Resource.idsNfdi4health.relationType	A is referenced by B	RIR_1_16	16
	Resource.idsNfdi4health.relationType	A references B	RIR_1_17	17
	Resource.idsNfdi4health.relationType	A is documented by B	RIR_1_18	18
	Resource.idsNfdi4health.relationType	A documents B	RIR_1_19	19
	Resource.idsNfdi4health.relationType	A is compiled by B	RIR_1_20	20
	Resource.idsNfdi4health.relationType	A compiles B	RIR_1_21	21
	Resource.idsNfdi4health.relationType	A is variant form of B	RIR_1_22	22
	Resource.idsNfdi4health.relationType	A is original form of B	RIR_1_23	23
	Resource.idsNfdi4health.relationType	A is identical to B	RIR_1_24	24
	Resource.idsNfdi4health.relationType	A is reviewed by B	RIR_1_25	25
	Resource.idsNfdi4health.relationType	A reviews B	RIR_1_26	26
	Resource.idsNfdi4health.relationType	A is derived from B	RIR_1_27	27
	Resource.idsNfdi4health.relationType	A is source of B	RIR_1_28	28
	Resource.idsNfdi4health.relationType	A is required by B	RIR_1_29	29
	Resource.idsNfdi4health.relationType	A requires B	RIR_1_30	30
	Resource.idsNfdi4health.relationType	A is obsoleted by B	RIR_1_31	31
	Resource.idsNfdi4health.relationType	A obsoletes B	RIR_1_32	32
	Resource.provenance.dataSource	Automatically uploaded: ClinicalTrials.gov	RPD_0	0
	Resource.provenance.dataSource	Automatically uploaded: DRKS	RPD_1	1
	Resource.provenance.dataSource	Automatically uploaded: ICTRP	RPD_2	2
	Resource.provenance.dataSource	Automatically uploaded: MDM Portal	RPD_3	3
	Resource.provenance.dataSource	Automatically uploaded: Other	RPD_4	4
	Resource.provenance.dataSource	Manually collected	RPD_5	5
	Resource.provenance.verificationUser	Names from the list of users	RPV_0	0
	Resource.provenance.firstSubmittedUser	Names from the list of users	RPF_0	0
	Resource.provenance.firstPostedUser	Names from the list of users	RPF_1_0	0
	Resource.provenance.lastUpdateSubmittedUser	Names from the list of users	RPL_0	0
	Resource.provenance.lastUpdatePostedUser	Names from the list of users	RPL_1_0	0
	Resource.nutritionalData	Yes	RN_0	0
	Resource.nutritionalData	No	RN_1	1
	Resource.chronicDiseases	Yes	RC_0	0
	Resource.chronicDiseases	No	RC_1	1
	Resource.resourceDesign.primaryDesign	Non-interventional	RRP_0	0
	Resource.resourceDesign.primaryDesign	Interventional	RRP_1	1
	Resource.resourceDesign.studyType.interventional	Crossover	RRSI_0	0
	Resource.resourceDesign.studyType.interventional	Factorial	RRSI_1	1
	Resource.resourceDesign.studyType.interventional	Other	RRSI_2	2
	Resource.resourceDesign.studyType.interventional	Parallel	RRSI_3	3
	Resource.resourceDesign.studyType.interventional	Sequential	RRSI_4	4
	Resource.resourceDesign.studyType.interventional	Single group	RRSI_5	5
	Resource.resourceDesign.studyType.interventional	Unknown	RRSI_6	6
	Resource.resourceDesign.studyType.nonInterventional	Birth cohort	RRSN_0	0
	Resource.resourceDesign.studyType.nonInterventional	Case-cohort	RRSN_1	1
	Resource.resourceDesign.studyType.nonInterventional	Case-control	RRSN_2	2
	Resource.resourceDesign.studyType.nonInterventional	Case-crossover	RRSN_3	3
	Resource.resourceDesign.studyType.nonInterventional	Case-only	RRSN_4	4
	Resource.resourceDesign.studyType.nonInterventional	Cohort	RRSN_5	5
	Resource.resourceDesign.studyType.nonInterventional	Cross-section	RRSN_6	6
	Resource.resourceDesign.studyType.nonInterventional	Cross-section ad-hoc follow-up	RRSN_7	7
	Resource.resourceDesign.studyType.nonInterventional	Ecologic or community studies	RRSN_8	8
	Resource.resourceDesign.studyType.nonInterventional	Family-based	RRSN_9	9
	Resource.resourceDesign.studyType.nonInterventional	Longitudinal	RRSN_10	10
	Resource.resourceDesign.studyType.nonInterventional	Nested case-control	RRSN_11	11
	Resource.resourceDesign.studyType.nonInterventional	Other	RRSN_12	12
	Resource.resourceDesign.studyType.nonInterventional	Panel	RRSN_13	13
	Resource.resourceDesign.studyType.nonInterventional	Quality control	RRSN_14	14
	Resource.resourceDesign.studyType.nonInterventional	Register studies	RRSN_15	15
	Resource.resourceDesign.studyType.nonInterventional	Time series	RRSN_16	16
	Resource.resourceDesign.studyType.nonInterventional	Trend	RRSN_17	17
	Resource.resourceDesign.studyType.nonInterventional	Twin study	RRSN_18	18
	Resource.resourceDesign.studyType.nonInterventional	Unknown	RRSN_19	19
	Resource.resourceDesign.conditions.classification	MeSH	RRCC_0	0
	Resource.resourceDesign.conditions.classification	ICD-10	RRCC_1	1
	Resource.resourceDesign.conditions.classification	ICD-11	RRCC_2	2
	Resource.resourceDesign.conditions.classification	MedDRA	RRCC_3	3
	Resource.resourceDesign.conditions.classification	SNOMED CT	RRCC_4	4
	Resource.resourceDesign.conditions.classification	Other vocabulary	RRCC_5	5
	Resource.resourceDesign.conditions.classification	Free text	RRCC_6	6
	Resource.resourceDesign.groupsOfDiseases.generally	Certain conditions originating in the perinatal period (XVI)	RRGG_0	0
	Resource.resourceDesign.groupsOfDiseases.generally	Certain infectious or parasitic diseases (I)	RRGG_1	1
	Resource.resourceDesign.groupsOfDiseases.generally	Congenital malformations, deformations and chromosomal abnormalities (XVII)	RRGG_2	2
	Resource.resourceDesign.groupsOfDiseases.generally	Diseases of the blood or blood-forming organs and certain disorders involving the immune mechanism (III)	RRGG_3	3
	Resource.resourceDesign.groupsOfDiseases.generally	Diseases of the circulatory system (IX)	RRGG_4	4
	Resource.resourceDesign.groupsOfDiseases.generally	Diseases of the digestive system (XI)	RRGG_5	5
	Resource.resourceDesign.groupsOfDiseases.generally	Diseases of the ear or mastoid process (VIII)	RRGG_6	6
	Resource.resourceDesign.groupsOfDiseases.generally	Diseases of the eye and adnexa (VII)	RRGG_7	7
